word_id,word,translation,seen,practiced_count,tested,correct_count,status,notes
ES086,coche,car,FALSE,0,FALSE,0,active,"Common Nouns (Professions & Daily Life)"
ES087,autobús,bus,FALSE,0,FALSE,0,active,"Common Nouns (Professions & Daily Life)"
ES088,tren,train,FALSE,0,FALSE,0,active,"Common Nouns (Professions & Daily Life)"
ES089,estación,station,FALSE,0,FALSE,0,active,"Common Nouns (Professions & Daily Life)"
ES090,aeropuerto,airport,FALSE,0,FALSE,0,active,"Common Nouns (Professions & Daily Life)"
ES091,estudiar,to study,FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES092,trabajar,to work,FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES093,querer,"to love/want",FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES094,poder,"to be able to/can",FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES095,saber,"to know (facts/how to)",FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES096,grande,"big/large",FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES097,pequeño/a,small,FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES098,nuevo/a,new,FALSE,0,FALSE,0,active,"More Basic Verbs & Adjectives"
ES099,en,"in, on, at",FALSE,0,FALSE,0,active,Prepositions
ES100,con,with,FALSE,0,FALSE,0,active,Prepositions
ES101,bueno/a,good,FALSE,0,FALSE,0,active,Common Adjectives
ES102,malo/a,bad,FALSE,0,FALSE,0,active,Common Adjectives
ES103,feliz,happy,FALSE,0,FALSE,0,active,Common Adjectives
ES104,triste,sad,FALSE,0,FALSE,0,active,Common Adjectives
ES105,fácil,easy,FALSE,0,FALSE,0,active,Common Adjectives
ES106,difícil,difficult,FALSE,0,FALSE,0,active,Common Adjectives
ES107,importante,important,FALSE,0,FALSE,0,active,Common Adjectives
ES108,mesa,table,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES109,silla,chair,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES110,cama,bed,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES111,puerta,door,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES112,ventana,window,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES113,teléfono,telephone,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES114,ordenador / computadora,computer,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES115,escuela / colegio,school,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES116,universidad,university,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES117,hospital,hospital,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES118,banco,bank,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES119,tienda,"store/shop",FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES120,mercado,market,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES121,calle,street,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES122,parque,park,FALSE,0,FALSE,0,active,"More Common Nouns (Daily Items & Places)"
ES123,mañana,"morning / tomorrow",FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES124,tarde,"afternoon / evening",FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES125,mediodía,noon,FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES126,medianoche,midnight,FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES127,ahora,now,FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES128,siempre,always,FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES129,nunca,never,FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES130,a veces,sometimes,FALSE,0,FALSE,0,active,"Times of Day & Time expressions"
ES131,desayunar,"to have breakfast",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES132,almorzar,"to have lunch",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES133,cenar,"to have dinner",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES134,dormir,"to sleep",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES135,levantarse,"to get up",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES136,ducharse,"to shower",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES137,vestirse,"to get dressed",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES138,oír,"to hear",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES139,escuchar,"to listen (to)",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES140,leer,"to read",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES141,escribir,"to write",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES142,vivir,"to live",FALSE,0,FALSE,0,active,"More Essential Verbs (Daily Routine, Perception)"
ES143,muy,very,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
ES144,bien,well,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
ES145,mal,badly,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
ES146,y,and,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
ES147,o,or,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
ES148,pero,but,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
ES149,porque,because,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
ES150,¿cuándo?,when?,FALSE,0,FALSE,0,active,"Basic Adverbs & Conjunctions"
