word_id,word,translation,seen,practiced_count,tested,correct_count,status,notes
ZH059,上午 (shàngwǔ),morning,FALSE,0,FALSE,0,active,Noun
ZH060,中午 (zhōngwǔ),noon,FALSE,0,FALSE,0,active,Noun
ZH061,下午 (xiàwǔ),afternoon,FALSE,0,FALSE,0,active,Noun
ZH062,年 (nián),year,FALSE,0,FALSE,0,active,Noun
ZH063,月 (yuè),month,FALSE,0,FALSE,0,active,Noun
ZH064,号 (hào),"number/date",FALSE,0,FALSE,0,active,Noun
ZH065,星期 (xīngqī),week,FALSE,0,FALSE,0,active,Noun
ZH066,点 (diǎn),o'clock,FALSE,0,FALSE,0,active,Noun
ZH067,分钟 (fēnzhōng),minute,FALSE,0,FALSE,0,active,Noun
ZH068,现在 (xiànzài),now,FALSE,0,FALSE,0,active,Noun
ZH069,时候 (shíhou),time,FALSE,0,FALSE,0,active,Noun
ZH070,爸爸 (bàba),father,FALSE,0,FALSE,0,active,Noun
ZH071,妈妈 (māma),mother,FALSE,0,FALSE,0,active,Noun
ZH072,儿子 (érzi),son,FALSE,0,FALSE,0,active,Noun
ZH073,女儿 (nǚér),daughter,FALSE,0,FALSE,0,active,Noun
ZH074,老师 (lǎoshī),teacher,FALSE,0,FALSE,0,active,Noun
ZH075,学生 (xuéshēng),student,FALSE,0,FALSE,0,active,Noun
ZH076,同学 (tóngxué),classmate,FALSE,0,FALSE,0,active,Noun
ZH077,朋友 (péngyǒu),friend,FALSE,0,FALSE,0,active,Noun
ZH078,医生 (yīshēng),doctor,FALSE,0,FALSE,0,active,Noun
ZH079,先生 (xiānsheng),sir,FALSE,0,FALSE,0,active,Noun
ZH080,小姐 (xiǎojiě),Miss,FALSE,0,FALSE,0,active,Noun
ZH081,衣服 (yīfu),cloth,FALSE,0,FALSE,0,active,Noun
ZH082,水 (shuǐ),water,FALSE,0,FALSE,0,active,Noun
ZH083,菜 (cài),dish,FALSE,0,FALSE,0,active,Noun
ZH084,米饭 (mǐfàn),rice,FALSE,0,FALSE,0,active,Noun
ZH085,水果 (shuǐguǒ),fruit,FALSE,0,FALSE,0,active,Noun
ZH086,苹果 (píngguǒ),apple,FALSE,0,FALSE,0,active,Noun
ZH087,茶 (chá),tea,FALSE,0,FALSE,0,active,Noun
ZH088,杯子 (bēizi),cup,FALSE,0,FALSE,0,active,Noun
ZH089,钱 (qián),money,FALSE,0,FALSE,0,active,Noun
ZH090,飞机 (fēijī),airplane,FALSE,0,FALSE,0,active,Noun
ZH091,出租车 (chūzūchē),taxi,FALSE,0,FALSE,0,active,Noun
ZH092,电视 (diànshì),television,FALSE,0,FALSE,0,active,Noun
ZH093,电脑 (diànnǎo),computer,FALSE,0,FALSE,0,active,Noun
ZH094,电影 (diànyǐng),movie,FALSE,0,FALSE,0,active,Noun
ZH095,天气 (tiānqì),weather,FALSE,0,FALSE,0,active,Noun
ZH096,猫 (māo),cat,FALSE,0,FALSE,0,active,Noun
ZH097,狗 (gǒu),dog,FALSE,0,FALSE,0,active,Noun
ZH098,东西 (dōngxi),thing,FALSE,0,FALSE,0,active,Noun
ZH099,人 (rén),person,FALSE,0,FALSE,0,active,Noun
ZH100,名字 (míngzi),name,FALSE,0,FALSE,0,active,Noun
ZH101,书 (shū),book,FALSE,0,FALSE,0,active,Noun
ZH102,汉语 (hànyǔ),Mandarin Chinese,FALSE,0,FALSE,0,active,Noun
ZH103,字 (zì),character,FALSE,0,FALSE,0,active,Noun
ZH104,桌子 (zhuōzi),desk,FALSE,0,FALSE,0,active,Noun
ZH105,椅子 (yǐzi),chair,FALSE,0,FALSE,0,active,Noun
ZH106,谢谢 (xièxie),thank,FALSE,0,FALSE,0,active,Verb
ZH107,不客气 (búkèqì),"you are welcome",FALSE,0,FALSE,0,active,Verb
ZH108,再见 (zàijiàn),good-bye,FALSE,0,FALSE,0,active,Verb
ZH109,请 (qǐng),please,FALSE,0,FALSE,0,active,Verb
ZH110,对不起 (duìbùqǐ),sorry,FALSE,0,FALSE,0,active,Verb
ZH111,没关系 (méiguānxì),"It doesn't matter",FALSE,0,FALSE,0,active,Verb
ZH112,是 (shì),"be (am, is, are)",FALSE,0,FALSE,0,active,Verb
ZH113,有 (yǒu),have,FALSE,0,FALSE,0,active,Verb
ZH114,看 (kàn),look,FALSE,0,FALSE,0,active,Verb
ZH115,听 (tīng),listen,FALSE,0,FALSE,0,active,Verb
ZH116,说 (shuō),speak,FALSE,0,FALSE,0,active,Verb
ZH117,读 (dú),read,FALSE,0,FALSE,0,active,Verb
ZH118,写 (xiě),write,FALSE,0,FALSE,0,active,Verb
ZH119,看见 (kànjiàn),see,FALSE,0,FALSE,0,active,Verb
ZH120,叫 (jiào),call,FALSE,0,FALSE,0,active,Verb
ZH121,来 (lái),come,FALSE,0,FALSE,0,active,Verb
ZH122,回 (huí),return,FALSE,0,FALSE,0,active,Verb
ZH123,去 (qù),go,FALSE,0,FALSE,0,active,Verb
ZH124,吃 (chī),eat,FALSE,0,FALSE,0,active,Verb
ZH125,喝 (hē),drink,FALSE,0,FALSE,0,active,Verb
ZH126,睡觉 (shuìjiào),sleep,FALSE,0,FALSE,0,active,Verb
ZH127,打电话 (dǎdiànhuà),"make phone call",FALSE,0,FALSE,0,active,Verb
ZH128,做 (zuò),do,FALSE,0,FALSE,0,active,Verb
ZH129,买 (mǎi),buy,FALSE,0,FALSE,0,active,Verb
ZH130,开 (kāi),open,FALSE,0,FALSE,0,active,Verb
ZH131,坐 (zuò),sit,FALSE,0,FALSE,0,active,Verb
ZH132,住 (zhù),live,FALSE,0,FALSE,0,active,Verb
ZH133,学习 (xuéxí),study,FALSE,0,FALSE,0,active,Verb
ZH134,工作 (gōngzuò),work,FALSE,0,FALSE,0,active,Verb
ZH135,下雨 (xiàyǔ),rain,FALSE,0,FALSE,0,active,Verb
ZH136,爱 (ài),love,FALSE,0,FALSE,0,active,Verb
ZH137,喜欢 (xǐhuān),"love, like",FALSE,0,FALSE,0,active,Verb
ZH138,想 (xiǎng),want,FALSE,0,FALSE,0,active,Verb
ZH139,认识 (rènshi),know,FALSE,0,FALSE,0,active,Verb
ZH140,会 (huì),can,FALSE,0,FALSE,0,active,Verb
ZH141,能 (néng),"can, be able to",FALSE,0,FALSE,0,active,Adjective
ZH142,好 (hǎo),good,FALSE,0,FALSE,0,active,Adjective
ZH143,大 (dà),big,FALSE,0,FALSE,0,active,Adjective
ZH144,小 (xiǎo),small,FALSE,0,FALSE,0,active,Adjective
ZH145,多 (duō),"many, much",FALSE,0,FALSE,0,active,Adjective
ZH146,少 (shǎo),"few, little",FALSE,0,FALSE,0,active,Adjective
ZH147,冷 (lěng),cold,FALSE,0,FALSE,0,active,Adjective
ZH148,热 (rè),hot,FALSE,0,FALSE,0,active,Adjective
ZH149,高兴 (gāoxìng),happy,FALSE,0,FALSE,0,active,Adjective
ZH150,漂亮 (piàoliang),beautiful,FALSE,0,FALSE,0,active,Adjective
